id;Jumlah_telur_gram;Media_Telur;Lama_menetas_hari;Makanan_gram;Jumlah_panen_gram;temp;humidity;temp_max;weather_main;month;season;temp_humidity_idx;temp_range;telur_per_temp;temp_squared;humidity_squared;temp_level;humidity_level;optimal_temp;optimal_humidity;optimal_condition;is_rainy;is_clear;is_kemarau;is_hujan;Media_Encoded;Weather_Encoded;Season_Encoded
41;177.72175900051013;Dedak atau Bekatul;4;25760.925032178173;5106.1531687667675;30.002310522684567;70.97301574237483;33.642825624413426;Clear;7;Kemarau;2.1293544570341094;3.640515101728859;5.9236024127587035;900.1386366995891;5037.168963567385;2;0;0;1;0;0;1;1;0;2;0;1
59;100.43686592990109;Ampas atau Limbah Organik Basah;6;23002.072149555137;5549.664720181111;30.693526827153313;69.12924356730682;31.93099398956432;Clouds;5;Kemarau;2.1218202919739473;1.2374671624110078;3.272249112834068;942.0925890891801;4778.852316188031;2;0;0;0;0;0;0;1;0;0;1;1
88;191.6070804689819;Kotoran Ternak (Fermentasi);7;25462.032719531264;5892.481812551104;28.43626146124057;85.69829068777638;30.359435863205732;Rain;9;Kemarau;2.4369390007790073;1.9231744019651629;6.738124866735657;808.6209658920357;7344.19702680662;1;2;1;0;0;1;0;1;0;3;2;1
73;229.90052721839874;Dedak atau Bekatul;4;28255.9195414544;5226.0685327391275;24.519724020641338;94.96791740907463;26.0;Rain;2;Hujan;2.3285871256855697;1.4802759793586624;9.376146608536969;601.2168660484158;9018.90533701682;0;2;0;0;0;1;0;0;1;2;2;0
26;254.01133536490005;Ampas atau Limbah Organik Basah;5;27953.532150000152;5519.002800253971;30.436028727631605;77.01668821643388;31.704212789836557;Clouds;5;Kemarau;2.3440821350624277;1.268184062204952;8.34574502600248;926.3518447092164;5931.570263827385;2;1;0;1;0;0;0;1;0;0;1;1
58;302.00359253613516;Ampas atau Limbah Organik Basah;4;25025.918011936094;6237.35295001574;26.348560940357547;77.81752559496094;30.19518330784808;Thunderstorm;10;Pancaroba;2.0503798153666617;3.846622367490532;11.461862878194706;694.2466636277354;6055.567289722401;1;1;0;1;0;1;0;0;0;0;3;2
81;206.2163473056834;Kotoran Ternak (Fermentasi);7;25342.69776062892;4973.104898302965;24.0;85.22190213950421;26.220618865397025;Thunderstorm;12;Hujan;2.045325651348101;2.220618865397025;8.592347804403476;576.0;7262.772604275232;0;2;0;0;0;1;0;0;1;3;3;0
90;106.620947220128;Dedak atau Bekatul;4;24117.9668248761;5261.585774667069;31.124370330159195;79.82108474700063;33.974365698681176;Clouds;5;Kemarau;2.484381001820669;2.8499953685219808;3.425641903406264;968.726428448894;6371.405570187856;2;1;0;1;0;0;0;1;0;2;1;1
22;200.8465195571744;Dedak atau Bekatul;4;26490.852328565376;5381.812060064027;25.884394396223023;94.77116746706074;27.33866518700398;Rain;12;Hujan;2.4530942761079007;1.4542707907809564;7.75936714928441;670.0018732592218;8981.574183069672;0;2;0;0;0;1;0;0;1;2;2;0
90;130.98079890227143;Dedak atau Bekatul;4;23491.28093326812;5567.627575085908;27.790506807013063;79.74479374636043;31.638600292026094;Clouds;5;Kemarau;2.216148233432082;3.848093485013031;4.713148983278629;772.3122685906394;6359.232129649566;1;1;1;1;1;0;0;1;0;2;1;1
18;135.35980825050757;Kotoran Ternak (Fermentasi);8;21481.434380536735;3996.6582077273556;33.0;73.25864451905558;35.0;Clear;6;Kemarau;2.417535269128834;2.0;4.101812371227502;1089.0;5366.828996769352;2;0;0;1;0;0;1;1;0;3;0;1
88;223.82381496130995;Kotoran Ternak (Fermentasi);7;27067.521697888333;5525.953790830259;29.85135666252876;77.48587760311597;32.57944217473537;Rain;9;Kemarau;2.313058568639664;2.728085512206608;7.497944481775169;891.1034945935003;6004.061227925068;2;1;1;1;1;1;0;1;0;3;2;1
29;232.75381969462828;Ampas atau Limbah Organik Basah;6;23185.22434184816;5288.466144291091;31.806355578638076;76.520129368328;34.363966944870626;Clouds;10;Pancaroba;2.433826443612426;2.5576113662325497;7.3178399555764075;1011.6442551947615;5855.330198545654;2;1;0;1;0;0;0;0;0;0;1;2
87;277.1682480858264;Campuran Media (Kombinasi Kering & Basah);6;28039.669814665827;6768.003936295677;27.093080717919293;95.0;28.47625930964156;Rain;12;Hujan;2.573842668202333;1.3831785917222668;10.230222652476286;734.0350227876902;9025.0;1;2;1;0;0;1;0;0;1;1;2;0
46;102.9863303282462;Kotoran Ternak (Fermentasi);8;20460.00397720435;4228.1690477750535;28.24809975000702;84.3397409898759;30.357721542949587;Thunderstorm;3;Hujan;2.3824374163717708;2.1096217929425656;3.645779052030592;797.9551394863468;7113.191910239354;1;1;1;0;0;1;0;0;1;3;3;0
59;99.27776628755518;Ampas atau Limbah Organik Basah;6;24400.37984972408;3744.1850725727545;26.956670047751235;78.80671227323437;29.828151515382448;Clouds;5;Kemarau;2.124366540297647;2.871481467631213;3.6828646161300282;726.6620600633286;6210.497899316349;1;1;0;1;0;0;0;1;0;0;1;1
39;95.84632729893204;Dedak atau Bekatul;4;21824.03872021951;3937.112995222517;27.32819485925282;84.77474813707032;28.78694549328298;Rain;3;Hujan;2.316740836233938;1.4587506340301566;3.5072322849191133;746.8302342652923;7186.757921703707;1;1;1;0;0;1;0;0;1;2;2;0
1;290.3531785148459;Ampas atau Limbah Organik Basah;5;30978.244303273437;7305.081399275629;29.956032372093972;77.56767873325116;32.86067969871164;Rain;7;Kemarau;2.323619895161457;2.9046473266176704;9.692644703686765;897.363875477942;6016.744784064864;2;1;1;1;1;1;0;1;0;0;2;1
85;180.08332908216943;Ampas atau Limbah Organik Basah;5;23107.786656643228;5482.781860188099;31.779268558614753;71.1148568208256;33.46992257975056;Clear;8;Kemarau;2.259978133416453;1.6906540211358063;5.666692068447632;1009.9219101205601;5057.3228606465245;2;0;0;1;0;0;1;1;0;0;0;1
30;205.64857741257356;Kotoran Ternak (Fermentasi);8;26828.103567586353;6571.610997905532;27.35492543674948;75.93697602173887;29.381551041573463;Clear;6;Kemarau;2.0772503169668997;2.026625604823984;7.517789726317393;748.2919456501237;5766.4243273261445;1;1;1;1;1;0;1;1;0;3;0;1
12;117.56308542216298;Kotoran Ternak (Fermentasi);8;25587.069460972798;5074.027891406614;33.0;67.61965395123414;35.0;Rain;8;Kemarau;2.231448580390727;2.0;3.562517740065545;1089.0;4572.417600484655;2;0;0;0;0;1;0;1;0;3;2;1
2;264.9164628157535;Dedak atau Bekatul;5;29583.16973703341;5448.428533179278;29.404172019240193;70.0265863472256;32.387023112811356;Rain;4;Kemarau;2.0590737908739984;2.9828510935711634;9.00948554655473;864.6053321370679;4903.722795445443;2;0;1;1;1;1;0;1;0;2;2;1
76;263.48313846665764;Kotoran Ternak (Fermentasi);6;29813.012728533984;4854.362263464405;27.869779817243217;78.19780776821719;30.454131471465143;Clouds;10;Pancaroba;2.1793556846913242;2.5843516542219263;9.45408037646709;776.7246270616173;6114.897139755049;1;1;1;1;1;0;0;0;0;3;1;2
27;218.5005067683879;Ampas atau Limbah Organik Basah;5;29377.031718001035;7110.898907441159;25.12915835978738;88.81651795499964;27.85111716517086;Rain;1;Hujan;2.231884344656085;2.72195880538348;8.695098484398132;631.474599871272;7888.3738616507735;0;2;0;0;0;1;0;0;1;0;2;0
40;102.1051468790287;Ampas atau Limbah Organik Basah;6;20120.735063135824;4548.4700711736505;24.374480099581476;75.7343545419365;26.0;Clouds;12;Hujan;1.845985517637079;1.6255199004185243;4.189018451342554;594.1152801248934;5735.692457883737;0;1;0;1;0;0;0;0;1;0;1;0
89;175.5129116739498;Dedak atau Bekatul;4;24084.070219572575;5028.9562359492;27.485538589631798;85.9720290971579;31.42776773958542;Clouds;8;Kemarau;2.362987523378881;3.942229149953622;6.385645713348235;755.4548315621387;7391.189787082565;1;2;1;0;0;0;0;1;0;2;1;1
39;93.61927128077339;Dedak atau Bekatul;4;21123.318268233626;4119.292846970662;25.68592453336767;95.0;28.60825721536736;Rain;3;Hujan;2.4401628306699283;2.9223326819996913;3.644769381734963;659.766719133859;9025.0;0;2;0;0;0;1;0;0;1;2;2;0
59;86.74528522845375;Ampas atau Limbah Organik Basah;6;21614.173105673246;3273.80809545727;29.011618394987075;73.19191023194882;30.599869683912136;Clouds;5;Kemarau;2.123415769249449;1.5882512889250613;2.990018827885951;841.6740018963524;5357.055723401655;2;0;1;1;1;0;0;1;0;0;1;1
51;294.1815953977626;Dedak atau Bekatul;4;27901.748676915413;5060.119489561462;27.67036870150486;92.85550462950373;29.202163763093694;Rain;2;Hujan;2.5693460490626596;1.5317950615888343;10.631647108546241;765.6493040772198;8622.144739999789;1;2;1;0;0;1;0;0;1;2;2;0
54;242.57127510421938;Ampas atau Limbah Organik Basah;6;30626.884880720634;6087.736102629874;24.0;85.52244652803064;26.0;Thunderstorm;12;Hujan;2.0525387166727356;2.0;10.107136462675808;576.0;7314.08886013986;0;2;0;0;0;1;0;0;1;0;3;0
96;151.38208044714528;Campuran Media (Kombinasi Kering & Basah);6;23825.215689761182;5251.4071514026855;27.27362185212901;93.26953910322072;31.230658269693578;Clouds;12;Hujan;2.543798139823602;3.9570364175645665;5.550494219942711;743.8504489329291;8699.20692452722;1;2;1;0;0;0;0;0;1;1;1;0
3;208.26243244943777;Dedak atau Bekatul;5;31689.701942509215;4912.29414066255;30.265970185254446;78.59459158842654;32.495552322886454;Thunderstorm;11;Pancaroba;2.3787415657375672;2.2295821376320077;6.881075715554066;916.028951254711;6177.109826951568;2;1;0;1;0;1;0;0;0;2;3;2
39;101.1415324161925;Dedak atau Bekatul;4;21650.25634484961;5293.689354538648;28.57742780376987;88.8259143251213;29.86395376134539;Rain;3;Hujan;2.538416153730002;1.2865259575755204;3.5392104954543933;816.6693798796791;7890.04305569379;1;2;1;0;0;1;0;0;1;2;2;0
65;138.06566670601646;Ampas atau Limbah Organik Basah;5;18894.35350215659;4022.0351714569233;28.147629244023868;84.65092553951409;29.533535726301707;Clouds;12;Hujan;2.3827228672497136;1.3859064822778393;4.905054898551704;792.2890320590277;7165.779194696359;1;1;1;0;0;0;0;0;1;0;1;0
93;297.1739799985069;Ampas atau Limbah Organik Basah;4;30745.13632581388;5357.713968066074;31.13008684414475;70.84225390042292;33.79333986799052;Clear;8;Kemarau;2.2053255161551175;2.663253023845769;9.546198232158234;969.082306923994;5018.624937691986;2;0;0;1;0;0;1;1;0;0;0;1
21;254.53746867595225;Campuran Media (Kombinasi Kering & Basah);6;24755.504157377836;3753.4800340476268;27.510977207513;70.73191070055323;29.1548159368694;Rain;8;Kemarau;1.9459039831267648;1.6438387293563999;9.252214734358486;756.8538669122998;5003.003191351037;1;0;1;1;1;1;0;1;0;1;2;1
43;106.62435400386364;Campuran Media (Kombinasi Kering & Basah);7;26004.425456499383;6075.752392296905;31.09260372495156;70.15905539662516;32.1345620707257;Rain;9;Kemarau;2.1814277071641905;1.041958345774141;3.4292513726760836;966.7500063968715;4922.2930541467185;2;0;0;1;0;1;0;1;0;1;2;1
70;109.36248444993272;Kotoran Ternak (Fermentasi);8;21738.610174313228;3445.546199706463;24.0;82.65347868094385;26.0;Thunderstorm;2;Hujan;1.9836834883426522;2.0;4.556770185413863;576.0;6831.597538061239;0;1;0;0;0;1;0;0;1;3;3;0
78;78.7195274076234;Ampas atau Limbah Organik Basah;7;20333.849276927747;3931.055964752706;26.528606991617067;83.22863141855635;30.026607478267696;Rain;6;Kemarau;2.207939653353034;3.4980004866506285;2.967344928156177;703.766988915674;6927.005087805905;1;1;0;0;0;1;0;1;0;0;2;1
61;99.09737120503955;Campuran Media (Kombinasi Kering & Basah);7;21386.89412408121;4298.017553046307;26.90907598499409;67.7554129381585;29.92525758475987;Clear;4;Kemarau;1.8232355551475588;3.0161815997657797;3.6826746210201136;724.0983703661856;4590.795982420376;1;0;0;0;0;0;1;1;0;1;0;1
21;245.72855358609206;Campuran Media (Kombinasi Kering & Basah);6;23177.91061935681;3788.9420584000013;30.08062004182484;77.43459150525479;32.3244412158119;Rain;8;Kemarau;2.3292805251634867;2.2438211739870617;8.168998951631481;904.8437021006342;5996.115961585677;2;1;0;1;0;1;0;1;0;1;2;1
57;216.89856957323744;Dedak atau Bekatul;4;25931.61488397654;5525.180107145949;33.0;67.37029656586883;35.0;Clear;9;Kemarau;2.2232197866736714;2.0;6.572683926461741;1089.0;4538.756859373117;2;0;0;0;0;0;1;1;0;2;0;1
38;107.40347799695354;Campuran Media (Kombinasi Kering & Basah);6;23144.28110361398;4782.496942978355;28.174212153422104;95.0;30.578853614959794;Rain;12;Hujan;2.6765501545751;2.4046414615376897;3.812120012871702;793.7862304660378;9025.0;1;2;1;0;0;1;0;0;1;1;2;0
69;226.72230658985313;Dedak atau Bekatul;4;24144.937549420472;5992.198603983815;31.543464680465874;75.68054888903944;33.319815858480354;Rain;4;Kemarau;2.3872267208796867;1.7763511780144796;7.187615846469044;994.9901640477981;5727.545480146289;2;1;0;1;0;1;0;1;0;2;2;1
31;103.19323137829555;Campuran Media (Kombinasi Kering & Basah);7;25093.239702060935;4303.209726574564;28.25202938081344;91.41401611721491;30.658584619630062;Clouds;12;Hujan;2.582631469161709;2.4065552388166225;3.6525953582780954;798.1771641343458;8356.522342678429;1;2;1;0;0;0;0;0;1;1;1;0
94;144.64707301182662;Campuran Media (Kombinasi Kering & Basah);6;20596.617826976573;4790.111098772446;29.708432905372614;80.41083105386075;33.09708643380469;Rain;10;Pancaroba;2.3888797792288745;3.3886535284320765;4.868889364597483;882.5909856930264;6465.901750772536;2;1;1;0;0;1;0;0;0;1;2;2
95;110.15425203830581;Dedak atau Bekatul;5;25077.218362927208;5332.33829361249;31.690548286730476;73.56169820240171;35.0;Clear;9;Kemarau;2.331210548937106;3.3094517132695245;3.4759339296262604;1004.2908507135959;5411.323442421231;2;0;0;1;0;0;1;1;0;2;0;1
64;236.29765458665247;Kotoran Ternak (Fermentasi);7;27150.46036849005;4411.524333691211;32.47025344949296;66.76859512587576;35.0;Clear;7;Kemarau;2.167993206203766;2.529746550507042;7.277357873236508;1054.3173590743093;4458.04529508312;2;0;0;0;0;0;1;1;0;3;0;1
31;103.66254109887036;Campuran Media (Kombinasi Kering & Basah);7;25766.11475736003;6014.655275204077;27.188778413121444;87.562334900233;29.20709635434574;Clouds;12;Hujan;2.3807129209379654;2.0183179412242964;3.8126957939692607;739.2296715978187;7667.162493180562;1;2;1;0;0;0;0;0;1;1;1;0
25;267.9617870955101;Dedak atau Bekatul;5;28103.398057891885;6850.431524547556;27.14965576442385;79.41644861207814;30.035212267146544;Thunderstorm;12;Hujan;2.156129241850978;2.885556502722693;9.869804222219264;737.1038081267133;6306.972310154848;1;1;1;1;1;1;0;0;1;2;3;0
25;263.7439038982593;Dedak atau Bekatul;5;29898.023200929823;5271.091372327567;26.77227212189662;81.96694106264947;29.862334564764545;Thunderstorm;12;Hujan;2.1944412511287137;3.090062442867925;9.851382904574145;716.7545545688829;6718.5794271678515;1;1;0;0;0;1;0;0;1;2;3;0
64;269.7374651266743;Kotoran Ternak (Fermentasi);7;28936.961620319893;5872.25132545272;28.400119004867296;68.28946769137457;29.729737807169624;Clear;7;Kemarau;1.9394290092140782;1.3296188023023277;9.497758269268022;806.5667594906246;4663.451397571291;1;0;1;0;0;0;1;1;0;3;0;1
91;180.08179217110538;Kotoran Ternak (Fermentasi);7;26999.82610881072;5484.904853902747;27.73390855318634;95.0;29.00741049118198;Rain;2;Hujan;2.6347213125527023;1.2735019379956398;6.493199176227032;769.1696836365023;9025.0;1;2;1;0;0;1;0;0;1;3;2;0
11;141.86475947616177;Kotoran Ternak (Fermentasi);8;23568.61830431519;4999.2890133429455;26.816520831812625;74.13937942969949;30.283205641987035;Thunderstorm;11;Pancaroba;1.9881602129341969;3.46668481017441;5.2902000362353725;719.1257895230405;5496.647582220948;1;0;0;1;0;1;0;0;0;3;3;2
74;97.79276473785637;Dedak atau Bekatul;4;21703.098485655384;4688.5993745633;32.24756445884733;65.0;35.0;Clouds;6;Kemarau;2.096091689825076;2.7524355411526713;3.032562811453697;1039.9054135275135;4225.0;2;0;0;0;0;0;0;1;0;2;1;1
78;79.45731964782794;Ampas atau Limbah Organik Basah;7;23678.248050593225;4965.733583711813;29.99708988492187;72.09825009110082;32.18369339669058;Rain;6;Kemarau;2.162737688528328;2.186603511768709;2.64883426867909;899.825401564082;5198.15766619892;2;0;1;1;1;1;0;1;0;0;2;1
52;187.075763962721;Dedak atau Bekatul;5;23683.2686849658;4487.930970955861;26.734668471323587;67.70167407859013;30.183010576408655;Clouds;4;Kemarau;1.8099818114447088;3.448342105085068;6.9974970575522235;714.7424982715835;4583.516673043643;1;0;0;0;0;0;0;1;0;2;1;1
79;129.45270774819053;Kotoran Ternak (Fermentasi);7;27468.218488344788;4727.512409623471;29.477774919840886;89.33952358910322;30.820195436787376;Rain;2;Hujan;2.6335303678054003;1.3424205169464898;4.391535931738815;868.9392142248004;7981.550475127931;2;2;1;0;0;1;0;0;1;3;2;0
96;143.44162479695868;Campuran Media (Kombinasi Kering & Basah);6;23023.37690389903;3542.3399124259663;29.628951135080108;95.0;32.50370477938158;Clouds;12;Hujan;2.8147503578326103;2.874753644301471;4.841265697965479;877.8747453649648;9025.0;2;2;1;0;0;0;0;0;1;1;1;0
58;301.2632651845741;Ampas atau Limbah Organik Basah;4;26513.94017245197;4690.582683337312;25.3872933724414;85.11482365566947;26.603180206512548;Thunderstorm;10;Pancaroba;2.160834998490096;1.2158868340711493;11.866694915638531;644.514664778407;7244.533205935711;0;2;0;0;0;1;0;0;0;0;3;2
33;175.27450959271286;Dedak atau Bekatul;5;23721.389721396503;5798.266638462538;27.573295875285897;79.75642184694237;30.505425705568587;Thunderstorm;1;Hujan;2.199147417539858;2.9321298302826904;6.356676052999975;760.2866454260583;6361.086825827427;1;1;1;1;1;1;0;0;1;2;3;0
52;157.72948304821364;Dedak atau Bekatul;5;24644.117972903907;3780.8913161767537;26.694350695724182;74.02299041527696;29.47169376297487;Clouds;4;Kemarau;1.975995665691633;2.777343067250687;5.908721468676826;712.5883590663101;5479.4031100201855;1;0;0;1;0;0;0;1;0;2;1;1
72;130.82544469744855;Ampas atau Limbah Organik Basah;5;22934.22183367542;4443.794013212761;25.98021631429855;69.69566880325115;27.27963738564558;Clouds;4;Kemarau;1.810708551678174;1.2994210713470302;5.0355795007544675;674.9716397377445;4857.486249932476;0;0;0;0;0;0;0;1;0;0;1;1
8;111.21089614428236;Ampas atau Limbah Organik Basah;5;25765.58704496843;5044.8675064657955;30.49376298167968;82.75172933298501;34.04882221846863;Rain;3;Hujan;2.523411620604155;3.5550592367889493;3.6470046747296045;929.8695807828581;6847.848707599612;2;1;0;0;0;1;0;0;1;0;2;0
2;253.14874082741872;Dedak atau Bekatul;5;29280.336661151705;5226.787729697642;31.17053711401234;65.0;32.89038211112677;Rain;4;Kemarau;2.026084912410802;1.7198449971144285;8.121410930503945;971.6023839760207;4225.0;2;0;0;0;0;1;0;1;0;2;2;1
86;91.9312205652846;Kotoran Ternak (Fermentasi);7;23712.45060034687;5192.806875410931;30.691451403198514;69.0540042500029;34.43977895894665;Rain;7;Kemarau;2.1193676156352277;3.7483275557481335;2.995336367693057;941.965189234896;4768.455502959419;2;0;0;0;0;1;0;1;0;3;2;1
50;194.99344413728073;Ampas atau Limbah Organik Basah;6;28732.665530108654;6938.789865426604;31.742255357500383;79.06543962325586;34.99600289911355;Clear;7;Kemarau;2.5097153744744163;3.2537475416131656;6.143024241382574;1007.5707751807618;6251.343742818717;2;1;0;1;0;0;1;1;0;0;0;1
46;98.99465476554535;Kotoran Ternak (Fermentasi);8;19823.07389466588;3945.6444872853917;24.282121429306187;87.27669841988426;26.282113204793333;Thunderstorm;3;Hujan;2.1192633889805648;1.9999917754871461;4.076853624744183;589.6214211075708;7617.222087075427;0;2;0;0;0;1;0;0;1;3;3;0
69;210.00975209517551;Dedak atau Bekatul;4;24558.417735011695;3833.219687277756;32.6914551465122;81.8509547492212;34.699912031667964;Rain;4;Kemarau;2.6758268158833642;2.0084568851557663;6.4239952352681104;1068.7312395964188;6699.578793359057;2;1;0;0;0;1;0;1;0;2;2;1
39;97.53576830250793;Dedak atau Bekatul;4;23007.82663606612;5359.682209774987;25.685012778895384;95.0;28.175640149883925;Rain;3;Hujan;2.4400762139950616;2.490627370988541;3.7973805636043987;659.7198814520192;9025.0;0;2;0;0;0;1;0;0;1;2;2;0
22;204.17544349561138;Dedak atau Bekatul;4;29409.788475067708;6785.87484230021;27.52520240725945;95.0;30.522274762197178;Rain;12;Hujan;2.6148942286896477;2.9970723549377283;7.417763563539228;757.6367675606014;9025.0;1;2;1;0;0;1;0;0;1;2;2;0
42;305.35441085713734;Dedak atau Bekatul;3;29427.40288988825;6996.657966154005;31.29103339471392;71.70209632092738;33.13006075180054;Clear;4;Kemarau;2.243632690449133;1.8390273570866214;9.75852753104414;979.1287709091018;5141.190616815548;2;0;0;1;0;0;1;1;0;2;0;1
92;194.31646602862386;Ampas atau Limbah Organik Basah;6;26856.953775430597;6317.721967365046;32.1347479183949;82.43657260512897;35.0;Clouds;5;Kemarau;2.649078479922278;2.8652520816050995;6.04692672623678;1032.6420237787854;6795.7885028807;2;1;0;0;0;0;0;1;0;0;1;1
4;253.85634553237773;Kotoran Ternak (Fermentasi);8;28730.991866672386;6979.306109046344;30.736861857603056;76.69444786007193;33.7144966220289;Clear;8;Kemarau;2.357346649120171;2.977634764425847;8.259019632792603;944.7546768533736;5882.038332561292;2;1;0;1;0;0;1;1;0;3;0;1
44;143.65287004750513;Kotoran Ternak (Fermentasi);7;25502.362040264397;4908.437936545299;29.393423300786996;85.01459672908379;30.732634155944183;Clouds;3;Hujan;2.4988700284036613;1.3392108551571873;4.887245305777599;863.9733333392479;7227.481657008744;2;2;1;0;0;0;0;0;1;3;1;0
78;76.05328950573016;Ampas atau Limbah Organik Basah;7;21291.207600592144;3666.8785462150768;31.336285872805497;80.64611277056376;32.852990715635464;Rain;6;Kemarau;2.527149644308896;1.5167048428299665;2.4270039472588336;981.9628123021894;6503.7955050024875;2;1;0;0;0;1;0;1;0;0;2;1
19;106.5233127552839;Dedak atau Bekatul;4;23050.44946959286;4050.5516985780614;30.623913697287943;68.06968384453793;33.419170355557036;Clouds;5;Kemarau;2.084560123456805;2.7952566582690928;3.478435637203275;937.82409013894;4633.481858695349;2;0;0;0;0;0;0;1;0;2;1;1
75;267.1315972002885;Campuran Media (Kombinasi Kering & Basah);6;28568.911215450316;6033.606932236094;31.130109421493422;69.61246971177287;33.3559762553627;Clouds;6;Kemarau;2.167043799227886;2.2258668338692758;8.58113261291175;969.0837125941536;4845.895939372495;2;0;0;0;0;0;0;1;0;1;1;1
89;214.26236354862803;Dedak atau Bekatul;4;25013.75514357429;5784.327447884157;25.187753013587294;81.92099342713234;27.07830089935676;Clouds;8;Kemarau;2.0634057490703177;1.8905478857694646;8.50660888381136;634.4229018734758;6711.049164088261;0;1;0;0;0;0;0;1;0;2;1;1
35;155.3923329297957;Kotoran Ternak (Fermentasi);8;20998.71185396648;3179.362725128569;25.851075633874803;89.9192237800651;27.30801519431228;Thunderstorm;11;Pancaroba;2.3245086548777767;1.4569395604374762;6.01105869367278;668.2781114283156;8085.466805209424;0;2;0;0;0;1;0;0;0;3;3;2
31;91.390031403258;Campuran Media (Kombinasi Kering & Basah);7;23131.832091345706;4161.234685503082;28.749191290735308;90.89082690749794;31.62372184570908;Clouds;12;Hujan;2.61303776933677;2.8745305549737736;3.1788731195617768;826.5159998712909;8261.14241592875;1;2;1;0;0;0;0;0;1;1;1;0
18;131.37595625598135;Kotoran Ternak (Fermentasi);8;19213.882639130563;3977.450105644147;28.241958492127903;67.72924273205716;32.05310417140532;Clear;6;Kemarau;1.9128064619420138;3.81114567927742;4.651800486591635;797.6082194710754;4587.250321057917;1;0;1;0;0;0;1;1;0;3;0;1
46;101.71811600440918;Kotoran Ternak (Fermentasi);8;17976.346814181714;4050.301424768688;27.860472535863284;81.07176629712077;30.23303677106954;Thunderstorm;3;Hujan;2.25869771835486;2.372564235206255;3.650983158073609;776.2059299215923;6572.631290534968;1;1;1;0;0;1;0;0;1;3;3;0
15;93.29712484834373;Dedak atau Bekatul;4;21589.449461709675;3761.584333024226;29.480334670663314;75.06102197063946;31.86468143616132;Clear;8;Kemarau;2.212824048416463;2.3843467654980053;3.1647240742211196;869.0901322943134;5634.1570192768195;2;1;1;1;1;0;1;1;0;2;0;1
25;216.2456176080606;Dedak atau Bekatul;5;29683.79589881917;5507.371896817545;26.53338293590895;85.76315452697484;28.625324971953113;Thunderstorm;12;Hujan;2.2755866208557567;2.0919420360441627;8.149945226750736;704.0204100235842;7355.318674417766;1;2;0;0;0;1;0;0;1;2;3;0
95;140.2792519765935;Dedak atau Bekatul;5;25029.958160187438;3973.2497963982632;30.390177704852302;69.67546018742104;32.90827527132289;Clear;9;Kemarau;2.117449616763087;2.5180975664705905;4.615940496925609;923.562900932502;4854.669752328894;2;0;0;0;0;0;1;1;0;2;0;1
28;241.80726566713292;Ampas atau Limbah Organik Basah;6;24561.912837923865;5561.491870647709;24.0;90.46321372728893;26.683216883362125;Thunderstorm;12;Hujan;2.1711171294549345;2.6832168833621246;10.075302736130539;576.0;8183.593037869156;0;2;0;0;0;1;0;0;1;0;3;0
23;197.93679881513097;Dedak atau Bekatul;4;27840.45088217155;6716.695693697021;30.9994917071516;65.6236845444221;33.09005059854952;Rain;6;Kemarau;2.0343008648275456;2.0905588913979187;6.3851627208928345;960.9684861017607;4306.467973185825;2;0;0;0;0;1;0;1;0;2;2;1
78;70.897121848805;Ampas atau Limbah Organik Basah;7;21411.425120319826;4083.899011326599;28.064145548484742;82.38095177254802;31.180000490027812;Rain;6;Kemarau;2.3119510209674896;3.11585494154307;2.526252642408809;787.5962653665359;6786.621214950882;1;1;1;0;0;1;0;1;0;0;2;1
37;195.15981227420406;Ampas atau Limbah Organik Basah;5;30294.052545993483;5303.856649809124;25.09935047639011;85.1657731729928;27.263101140958558;Rain;12;Hujan;2.137605589461689;2.163750664568447;7.775492535465513;629.9773943366645;7253.20892015366;0;2;0;0;0;1;0;0;1;0;2;0
17;112.81445502157717;Kotoran Ternak (Fermentasi);7;19308.91301849614;3829.155231514631;30.218798148940508;83.27676790495737;32.0168042353528;Rain;3;Hujan;2.5165238398160743;1.7980060864122933;3.7332541971240683;913.1757615664102;6935.0200726961375;2;1;0;0;0;1;0;0;1;3;2;0
91;224.48616141447368;Kotoran Ternak (Fermentasi);7;25454.122129817213;6038.569443383993;24.15624236119646;91.6816875281063;27.556925172404718;Rain;2;Hujan;2.2146850640124183;3.4006828112082594;9.293091121451843;583.5240450128622;8405.531828001322;0;2;0;0;0;1;0;0;1;3;2;0
82;137.1362075880416;Dedak atau Bekatul;4;21726.469048628544;3779.2868632526365;24.0;95.0;26.0;Thunderstorm;2;Hujan;2.28;2.0;5.714008649501733;576.0;9025.0;0;2;0;0;0;1;0;0;1;2;3;0
3;260.9173805659019;Dedak atau Bekatul;5;29763.94216283314;4512.513581879991;26.96261163367613;87.97619564042371;29.226727235850824;Thunderstorm;11;Pancaroba;2.3720679960610553;2.2641156021746944;9.677006964711747;726.9824261084474;7739.810999362108;1;2;0;0;0;1;0;0;0;2;3;2
86;104.22519916211736;Kotoran Ternak (Fermentasi);7;24022.2445973115;5671.66867304945;30.32070760332802;80.49554606682054;34.23365609656585;Rain;7;Kemarau;2.4406819156622865;3.912948493237831;3.43742634656315;919.3453095665136;6479.532936595628;2;1;0;0;0;1;0;1;0;3;2;1
